Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H2769,2014,52.0,0,0,1,0,0,990.0,2,1960.0,5,28,0
H3096,2014,52.0,0,0,0,1,1,3275.0,2,1980.0,   .,28,1
H3262,2016,52.0,0,0,0,1,1,2400.0,2,1980.0,   .,28,1
H3297,2014,52.0,0,0,1,0,0,750.0,2,1990.0,5,28,0
H3298,2015,52.0,0,0,1,0,0,750.0,2,1990.0,5,28,0
H3311,2016,52.0,0,0,1,0,0,590.0,2,1988.0,4,28,0
H3316,2012,52.0,0,0,1,0,0,1050.0,2,1960.0,5,28,0
H3317,2014,52.0,0,0,1,0,0,1050.0,2,1960.0,5,28,0
H3325,2016,26.0,0,0,1,0,0,450.0,2,1988.0,3,28,0
H3332,2016,52.0,0,0,1,0,0,480.0,2,1960.0,4,28,0
H3344,2013,33.0,0,0,0,1,1,1700.0,2,1988.0,   .,28,0
H3357,2014,26.0,0,0,1,0,0,400.0,2,1988.0,4,28,0
H4506,2012,52.0,1,0,0,1,1,280.0,2,1970.0,   .,28,1
H5521,2015,52.0,0,0,1,0,0,1600.0,2,1988.0,5,28,0
H7310,2015,52.0,0,0,1,0,0,1400.0,2,1990.0,5,28,0
H7312,2012,52.0,0,0,0,1,1,1220.0,2,1980.0,   .,28,0
H7313,2012,0.0,0,0,0,1,1,800.0,2,1980.0,   .,28,0
H7314,2013,0.0,0,0,0,1,1,800.0,2,1980.0,   .,28,0
H2478,2013,52.0,0,0,0,1,1,965.0,2,1988.0,   .,2,0
H2479,2016,52.0,0,0,0,1,1,965.0,2,1988.0,   .,2,0
H14548,2013,52.0,0,1,0,1,1,980.0,2,1988.0,   .,3,0
H14962,2012,52.0,0,1,0,1,1,900.0,2,1970.0,   .,3,0
H1637,2012,52.0,0,0,0,1,1,474.0,2,1988.0,   .,3,0
H2282,2014,25.0,0,0,0,1,1,465.0,2,1980.0,   .,4,0
H4148,2012,52.0,0,0,0,1,1,570.0,2,1980.0,   .,4,1
H6987,2012,52.0,0,1,0,1,1,350.0,2,1960.0,   .,4,0
H7294,2012,52.0,0,0,0,1,1,1750.0,2,1980.0,   .,4,1
H2427,2012,52.0,0,0,1,0,0,400.0,1,1980.0,3,5,0
H2428,2016,52.0,0,0,1,0,0,400.0,1,1980.0,3,5,0
H3187,2013,52.0,0,0,0,1,1,420.0,1,1960.0,   .,5,0
H3188,2015,52.0,0,0,0,1,1,420.0,1,1960.0,   .,5,0
H5154,2012,52.0,0,0,1,0,0,6600.0,1,2000.0,3,5,0
H12886,2014,52.0,1,1,0,1,1,3500.0,1,1988.0,   .,7,0
H16893,2012,52.0,0,0,1,0,0,5490.0,1,1970.0,5,7,0
H2570,2012,52.0,0,0,1,0,0,600.0,1,1990.0,4,7,0
H2571,2016,52.0,0,0,1,0,0,600.0,1,1990.0,4,7,0
H328,2013,39.0,0,0,1,0,0,2985.0,1,1960.0,5,7,0
H4893,2015,52.0,0,0,1,0,0,1050.0,1,2000.0,4,7,0
H5840,2014,0.0,1,0,0,1,1,630.0,1,1970.0,   .,7,1
H15017,2013,52.0,0,1,0,1,1,1558.0,1,1988.0,   .,2,1
H15018,2016,52.0,0,1,0,1,1,1558.0,1,1988.0,   .,2,0
H13964,2015,52.0,0,0,1,0,0,1200.0,1,1960.0,5,28,0
H15510,2014,52.0,0,0,1,0,0,1800.0,1,2009.0,5,28,0
H15993,2014,52.0,0,0,1,0,0,4575.0,1,1975.0,2,28,0
H16085,2015,52.0,0,0,1,0,0,2250.0,1,1980.0,3,28,1
H16086,2016,52.0,0,0,1,0,0,2250.0,1,1980.0,3,28,0
H16457,2013,52.0,0,0,1,0,0,3781.0,1,1970.0,5,28,1
H19414,2015,52.0,0,0,1,0,0,3500.0,1,2014.0,4,28,1
H19885,2016,43.0,0,0,1,0,0,1400.0,1,1963.0,4,28,1
H2279,2014,52.0,0,0,1,0,0,600.0,1,1990.0,3,28,0
H2569,2013,35.0,0,0,0,1,1,4070.0,1,1980.0,   .,28,0
H303,2013,52.0,0,0,0,1,1,1356.0,1,1980.0,   .,28,0
H304,2015,52.0,0,0,0,1,1,1356.0,1,1980.0,   .,28,0
H319,2013,52.0,0,0,1,0,0,3910.0,1,1960.0,5,28,1
H320,2016,52.0,0,0,1,0,0,3910.0,1,1960.0,5,28,0
H329,2012,52.0,0,0,1,0,0,450.0,1,1950.0,4,28,0
H330,2013,39.0,0,0,1,0,0,450.0,1,1950.0,4,28,0
H331,2015,52.0,0,0,1,0,0,450.0,1,1950.0,4,28,0
H350,2013,52.0,0,0,0,1,1,1740.0,1,1980.0,   .,28,0
H3556,2015,52.0,0,0,1,0,0,2760.0,1,1970.0,4,28,1
H4021,2013,52.0,0,0,1,0,0,3200.0,1,1980.0,4,28,1
H4378,2014,52.0,0,0,1,0,0,3625.0,1,1998.0,3,28,0
H4649,2013,52.0,0,0,1,0,0,1798.0,1,1960.0,5,28,1
H5838,2012,52.0,0,0,1,0,0,2150.0,1,1983.0,4,28,0
H5839,2013,39.0,0,0,1,0,0,2150.0,1,1983.0,4,28,0
H6452,2016,52.0,0,1,0,1,1,4200.0,1,1980.0,   .,28,1
H6578,2013,52.0,0,0,1,0,0,1330.0,1,1954.0,4,28,1
H6579,2015,52.0,0,0,1,0,0,1330.0,1,1954.0,4,28,0
H7142,2013,52.0,0,0,1,0,0,992.0,1,2003.0,4,28,0
H6393,2013,52.0,0,0,1,0,0,1200.0,1,1900.0,4,1,0
H12953,2013,52.0,0,1,0,1,1,450.0,2,1980.0,   .,83,0
H12993,2012,52.0,0,1,0,1,1,4100.0,2,1980.0,   .,83,1
H13023,2016,52.0,0,0,1,0,0,2300.0,2,1750.0,4,83,0
H13618,2012,52.0,0,1,0,1,1,2000.0,2,1988.0,   .,83,1
H13788,2014,52.0,0,0,1,0,0,2016.0,2,2008.0,5,83,0
H13808,2012,52.0,0,0,1,0,0,1500.0,2,2008.0,5,83,0
H13989,2016,52.0,0,1,0,1,1,910.0,2,1980.0,   .,83,0
H14642,2013,52.0,0,1,0,1,1,580.0,2,1988.0,   .,83,0
H15948,2016,52.0,0,0,1,0,0,3015.0,2,2007.0,6,83,0
H15961,2014,52.0,0,0,1,0,0,4930.0,2,1994.0,5,83,1
H16093,2012,52.0,0,0,1,0,0,1554.0,2,2010.0,4,83,0
H16094,2013,52.0,0,0,1,0,0,1554.0,2,2010.0,4,83,1
H17592,2016,52.0,0,0,1,0,0,2500.0,2,2011.0,7,83,0
H17648,2015,52.0,0,0,1,0,0,700.0,2,1930.0,3,83,0
H18345,2016,52.0,0,0,1,0,0,3805.0,1,1970.0,4,83,0
H18586,2014,52.0,0,0,1,0,0,2700.0,2,1967.0,3,83,1
H18722,2013,52.0,0,0,1,0,0,2620.0,2,2012.0,6,83,1
H19244,2015,52.0,0,0,1,0,0,600.0,2,1960.0,5,83,0
H2259,2015,52.0,0,0,1,0,0,4955.0,2,1985.0,3,83,0
H2260,2016,52.0,0,0,1,0,0,4955.0,2,1985.0,3,83,0
H2343,2013,52.0,0,0,1,0,0,1210.0,1,1970.0,3,83,1
H2362,2012,52.0,0,0,1,0,0,1300.0,2,2000.0,4,83,0
H2488,2012,52.0,0,0,1,0,0,650.0,2,1900.0,6,83,0
H254,2013,0.0,0,0,0,1,1,1883.7275304791608,2,1970.0,   .,83,0
H2566,2013,52.0,0,0,1,0,0,2050.0,2,1970.0,5,83,0
H2568,2016,52.0,0,0,1,0,0,2650.0,2,1960.0,5,83,0
H259,2012,52.0,0,0,0,1,1,3950.0,1,1980.0,   .,83,1
H2600,2012,52.0,0,0,0,1,1,800.0,2,1980.0,   .,83,0
H2722,2013,52.0,0,0,1,0,0,600.0,2,1960.0,4,83,0
H276,2012,52.0,0,0,1,0,0,3100.0,1,1960.0,4,83,0
H277,2013,39.0,0,0,1,0,0,3100.0,1,1960.0,4,83,0
H278,2016,52.0,0,0,1,0,0,3100.0,1,1960.0,4,83,0
H2891,2013,52.0,0,0,1,0,0,596.0,2,1990.0,4,83,0
H2995,2013,39.0,0,0,1,0,0,1100.0,2,1960.0,5,83,0
H3046,2015,52.0,0,0,1,0,0,900.0,2,1930.0,5,83,0
H3189,2014,52.0,0,0,0,1,1,10300.0,1,1970.0,   .,83,0
H321,2012,52.0,0,0,1,0,0,1020.0,2,1960.0,5,83,0
H322,2012,52.0,0,0,1,0,0,222.0,2,1900.0,5,83,0
H323,2012,52.0,0,0,1,0,0,700.0,2,1900.0,4,83,0
H324,2013,52.0,0,0,1,0,0,700.0,2,1900.0,4,83,0
H325,2015,52.0,0,0,1,0,0,1595.0,2,1960.0,5,83,0
H327,2016,52.0,0,0,1,0,0,6375.0,2,1962.0,5,83,1
H3282,2014,52.0,0,0,0,1,1,673.0,2,1960.0,   .,83,0
H3283,2016,52.0,0,0,0,1,1,673.0,2,1960.0,   .,83,0
H333,2013,39.0,0,0,1,0,0,1083.0,2,1960.0,5,83,0
H334,2014,52.0,0,0,1,0,0,1083.0,2,1960.0,5,83,0
H347,2012,39.0,0,0,1,0,0,1139.0,2,1960.0,6,83,1
H3489,2013,52.0,0,0,1,0,0,4055.0,2,1983.0,5,83,0
H3490,2014,52.0,0,0,1,0,0,4055.0,2,1983.0,5,83,1
H3492,2013,52.0,0,0,1,0,0,4400.0,2,1998.0,5,83,1
H3518,2012,52.0,0,0,0,1,1,1500.0,2,1960.0,   .,83,0
H352,2012,52.0,0,0,1,0,0,750.0,2,1960.0,4,83,0
H3682,2016,52.0,0,0,1,0,0,2500.0,2,1900.0,5,83,0
H3924,2014,52.0,0,1,0,1,1,1142.0,2,1980.0,   .,83,0
H3976,2015,52.0,0,0,1,0,0,720.0,2,1960.0,5,83,0
H4273,2015,52.0,0,0,1,0,0,3664.0,2,1960.0,4,83,0
H4537,2015,52.0,0,0,1,0,0,1156.0,2,2000.0,5,83,0
H4650,2012,52.0,0,0,1,0,0,6851.0,2,1980.0,3,83,1
H5130,2016,52.0,0,0,1,0,0,1936.0,2,1930.0,7,83,0
H5733,2012,52.0,0,0,0,1,1,1640.0,2,1980.0,   .,83,1
H5763,2012,52.0,0,0,1,0,0,1130.0,2,1955.0,5,83,0
H5841,2012,52.0,0,0,1,0,0,2210.0,2,1970.0,3,83,0
H5842,2014,52.0,0,0,1,0,0,2210.0,2,1970.0,3,83,0
H5843,2015,52.0,0,0,1,0,0,2210.0,2,1970.0,3,83,0
H5844,2014,52.0,0,0,1,0,0,6048.0,2,1960.0,5,83,0
H5883,2014,52.0,0,0,1,0,0,1170.0,2,1920.0,4,83,0
H5884,2015,52.0,0,0,1,0,0,1170.0,2,1920.0,4,83,0
H5893,2014,52.0,0,0,1,0,0,2700.0,2,1960.0,3,83,0
H5894,2015,52.0,0,0,1,0,0,2700.0,2,1960.0,3,83,0
H5905,2013,52.0,0,0,0,1,1,783.0,2,1980.0,   .,83,0
H6034,2012,52.0,0,0,1,0,0,2200.0,2,2002.0,5,83,0
H6168,2016,52.0,0,1,0,1,1,2000.0,2,1980.0,   .,83,0
H6193,2012,52.0,0,1,0,1,1,1500.0,2,1980.0,   .,83,0
H6205,2012,52.0,0,1,0,1,1,700.0,2,1980.0,   .,83,0
H6354,2014,52.0,0,0,1,0,0,1495.0,2,1950.0,3,83,0
H6479,2015,52.0,0,0,1,0,0,1100.0,2,2003.0,4,83,0
H6480,2016,52.0,0,0,1,0,0,1100.0,2,2003.0,4,83,0
H6807,2014,52.0,0,0,1,0,0,4030.0,2,1960.0,6,83,0
H6811,2013,52.0,0,1,0,1,1,1187.0,2,1980.0,   .,83,0
H6812,2016,52.0,0,1,0,1,1,1187.0,2,1980.0,   .,83,0
H6916,2016,52.0,0,0,1,0,0,2800.0,2,1970.0,5,83,0
H7101,2012,52.0,0,0,1,0,0,795.0,2,1999.0,4,83,0
H7164,2012,52.0,0,0,1,0,0,1314.0,1,2003.0,5,83,0
H4783,2015,52.0,0,0,0,1,1,7988.0,1,1980.0,   .,2,0
H4784,2016,52.0,0,0,0,1,1,7988.0,1,1980.0,   .,2,0
H15086,2013,52.0,0,1,0,1,1,585.0,1,1970.0,   .,1,0
H17853,2012,52.0,0,0,1,0,0,400.0,1,2011.0,2,1,0
H2316,2012,52.0,0,0,1,0,0,1389.0,1,1987.0,3,2,0
H4027,2013,37.0,0,1,0,1,1,400.0,1,1980.0,   .,2,0
H17318,2016,52.0,0,0,1,0,0,7500.0,1,1967.0,6,1,0
H14848,2016,52.0,0,1,0,1,1,1200.0,1,1960.0,   .,1,0
H6476,2013,52.0,0,0,1,0,0,380.0,1,1960.0,5,1,0
H12893,2014,52.0,0,0,1,0,0,2586.0,2,2007.0,3,17,0
H13581,2014,52.0,0,1,0,1,1,800.0,2,1988.0,   .,17,0
H13594,2012,52.0,0,1,0,1,1,2900.0,2,1988.0,   .,17,0
H13595,2013,52.0,0,1,0,1,1,2900.0,2,1988.0,   .,17,0
H13596,2013,0.0,0,1,0,1,1,3473.0,2,1980.0,   .,17,0
H14397,2014,52.0,0,1,0,1,1,1776.0,2,1988.0,   .,17,0
H14438,2015,52.0,0,1,0,1,1,2157.0,2,1988.0,   .,17,1
H14529,2012,52.0,0,1,0,1,1,1020.0,2,1988.0,   .,17,0
H14849,2016,52.0,0,1,0,1,1,1323.0,2,1980.0,   .,17,1
H15021,2013,52.0,1,1,0,1,1,1376.0,2,1980.0,   .,17,0
H17133,2012,52.0,0,0,1,0,0,1784.0,2,1964.0,4,17,1
H17134,2015,52.0,0,0,1,0,0,1784.0,2,1964.0,4,17,1
H17865,2015,52.0,1,0,1,0,0,1820.0,2,1995.0,4,17,0
H18011,2013,52.0,0,0,1,0,0,2000.0,2,2008.0,4,17,0
H3610,2012,52.0,0,0,0,1,1,280.0,2,1970.0,   .,17,0
H5029,2012,52.0,1,0,1,0,0,6417.0,2,1998.0,2,17,1
H5030,2016,52.0,1,0,1,0,0,6417.0,2,1998.0,2,17,0
H13201,2016,52.0,0,1,0,1,1,3496.0,2,1988.0,   .,21,0
H13599,2012,52.0,0,1,0,1,1,7000.0,2,1988.0,   .,21,1
H13807,2015,52.0,0,1,0,1,1,690.0,2,1988.0,   .,21,0
H13819,2013,52.0,0,1,0,1,1,4118.0,2,1988.0,   .,21,1
H14139,2012,52.0,0,1,0,1,1,8000.0,2,1988.0,   .,21,0
H15153,2012,52.0,0,0,1,0,0,5600.0,2,2008.0,4,21,1
H15786,2013,52.0,0,0,1,0,0,2015.0,2,2009.0,3,21,0
H15787,2014,52.0,0,0,1,0,0,2015.0,2,2009.0,3,21,0
H16358,2013,52.0,0,0,1,0,0,579.0,2,2009.0,3,21,0
H16709,2013,52.0,0,0,1,0,0,5182.0,2,2010.0,6,21,1
H16710,2014,52.0,0,0,1,0,0,5182.0,2,2010.0,6,21,0
H16711,2016,52.0,0,0,1,0,0,5182.0,2,2010.0,6,21,1
H17211,2014,52.0,1,0,1,0,0,4300.0,2,1990.0,4,21,1
H17316,2014,52.0,1,0,1,0,0,2750.0,2,1960.0,4,21,0
H17317,2015,52.0,1,0,1,0,0,2750.0,2,1960.0,4,21,0
H17438,2013,25.0,1,0,1,0,0,397.0,2,1950.0,3,21,0
H3541,2013,52.0,0,0,0,1,1,2440.0,2,1980.0,   .,21,1
H4538,2013,52.0,0,0,0,1,1,300.0,2,1960.0,   .,21,0
H4702,2016,52.0,0,0,1,0,0,530.0,2,1970.0,3,21,0
H4817,2015,52.0,0,0,1,0,0,194.0,2,1960.0,2,21,0
H6324,2012,52.0,1,1,0,1,1,750.0,2,1960.0,   .,21,0
H13276,2013,49.0,0,0,1,0,0,391.0,2,1910.0,3,45,0
H13287,2014,52.0,0,1,0,1,1,900.0,2,1980.0,   .,45,0
H13579,2014,52.0,0,1,0,1,1,510.0,2,1960.0,   .,45,0
H13580,2016,52.0,0,1,0,1,1,510.0,2,1960.0,   .,45,0
H13589,2014,52.0,0,1,0,1,1,600.0,2,1980.0,   .,45,0
H13590,2016,52.0,0,1,0,1,1,600.0,2,1980.0,   .,45,0
H13597,2016,52.0,0,0,1,0,0,5634.0,2,1950.0,>=10,45,1
H13604,2012,52.0,0,1,0,1,1,400.0,2,1960.0,   .,45,0
H13651,2012,52.0,0,1,0,1,1,250.0,2,1960.0,   .,45,0
H13653,2016,52.0,0,1,0,1,1,250.0,2,1960.0,   .,45,0
H13767,2012,52.0,0,1,0,1,1,1084.0,2,1960.0,   .,45,0
H13913,2014,52.0,0,1,0,1,1,443.0,2,1960.0,   .,45,0
H13922,2013,0.0,0,1,0,1,1,1729.0,2,1988.0,   .,45,0
H14285,2014,52.0,0,1,0,1,1,540.0,2,1988.0,   .,45,0
H14523,2015,52.0,0,1,0,1,1,1200.0,2,1980.0,   .,45,0
H14524,2016,52.0,0,1,0,1,1,1200.0,2,1980.0,   .,45,0
H14558,2012,52.0,0,1,0,1,1,250.0,2,1980.0,   .,45,0
H1515,2012,52.0,0,0,0,1,1,280.0,2,1970.0,   .,45,0
H16303,2012,52.0,0,0,1,0,0,320.0,2,1930.0,3,45,1
H16608,2012,52.0,0,0,1,0,0,330.0,2,1900.0,3,45,1
H16707,2013,30.0,0,0,1,0,0,210.0,2,1900.0,2,45,0
H16925,2014,52.0,0,0,1,0,0,950.0,2,1976.0,4,45,1
H17330,2013,52.0,1,0,1,0,0,1320.0,2,1890.0,3,45,1
H17896,2014,52.0,1,0,1,0,0,3050.0,2,1970.0,8,45,0
H18291,2016,52.0,1,0,1,0,0,575.0,2,1900.0,2,45,0
H18300,2014,52.0,1,0,1,0,0,4040.0,2,1900.0,3,45,1
H18452,2015,52.0,0,0,1,0,0,2900.0,2,1920.0,5,45,0
H18830,2012,17.0,0,0,1,0,0,1100.0,2,1975.0,7,45,0
H18831,2014,52.0,0,0,1,0,0,1100.0,2,1975.0,7,45,0
H1944,2014,52.0,1,0,1,0,0,620.0,2,1970.0,5,45,0
H1946,2013,52.0,1,0,1,0,0,714.0,2,1965.0,3,45,1
H2766,2014,29.0,0,0,0,1,1,676.0,2,1960.0,   .,45,0
H3334,2013,52.0,0,0,1,0,0,950.0,2,1999.0,4,45,0
H3888,2013,12.0,0,0,0,1,1,350.0,2,1970.0,   .,45,0
H4359,2014,52.0,0,0,1,0,0,710.0,2,1950.0,5,45,0
H4587,2014,52.0,0,0,0,1,1,1832.0,2,1970.0,   .,45,0
H4670,2013,39.0,0,0,0,1,1,388.0,2,1960.0,   .,45,0
H5225,2012,52.0,1,1,0,1,1,240.0,2,1960.0,   .,45,0
H5227,2014,47.0,1,1,0,1,1,240.0,2,1960.0,   .,45,0
H5934,2012,52.0,0,0,0,1,1,950.0,2,1960.0,   .,45,0
H5935,2016,52.0,0,0,0,1,1,950.0,2,1960.0,   .,45,0
H6592,2013,46.0,1,1,0,1,1,400.0,2,1960.0,   .,45,0
H7080,2012,52.0,1,0,1,0,0,400.0,2,1920.0,3,45,0
H7149,2012,43.0,0,1,0,1,1,600.0,2,1988.0,   .,45,1
H7401,2013,11.0,1,0,0,1,1,250.0,2,1988.0,   .,45,0
H17817,2012,52.0,1,0,1,0,0,830.0,2,1985.0,3,1,0
H6184,2012,52.0,0,1,0,1,1,2285.0,2,1960.0,   .,5,0
H6227,2016,52.0,0,0,1,0,0,4400.0,2,2002.0,4,5,1
H6313,2016,52.0,0,0,0,1,1,750.0,2,1988.0,   .,5,0
H6831,2014,26.0,0,1,0,1,1,2900.0,2,1988.0,   .,5,0
H6832,2015,52.0,0,1,0,1,1,2900.0,2,1988.0,   .,5,0
H5452,2015,52.0,0,0,0,1,1,920.0,2,1988.0,   .,2,0
H6604,2012,52.0,0,0,0,1,1,1330.0,2,1988.0,   .,2,0
H13344,2012,52.0,0,1,0,1,1,770.0,2,1988.0,   .,4,0
H13407,2015,52.0,0,1,0,1,1,1518.0,2,1988.0,   .,4,0
H13812,2013,4.0,0,0,1,0,0,4400.0,2,1973.0,3,4,0
H18486,2012,32.0,0,0,1,0,0,850.0,2,1970.0,3,4,0
H1483,2015,52.0,0,0,0,1,1,1543.0,3,1988.0,   .,8,0
H19080,2015,52.0,0,0,1,0,0,2412.0,3,2010.0,4,8,0
H19081,2016,52.0,0,0,1,0,0,2412.0,3,2010.0,4,8,1
H5279,2014,52.0,0,0,0,1,1,2064.0,3,1970.0,   .,8,0
H5280,2012,52.0,0,0,0,1,1,4433.0,3,1970.0,   .,8,1
H5281,2013,0.0,0,0,0,1,1,4433.0,3,1970.0,   .,8,0
H6912,2016,52.0,0,0,1,0,0,375.0,3,1800.0,3,8,0
H7110,2016,52.0,0,1,0,1,1,1617.0,3,1988.0,   .,8,0
H15916,2016,52.0,0,0,1,0,0,650.0,2,1954.0,2,1,0
H5573,2013,52.0,0,0,0,1,1,300.0,2,1988.0,   .,1,0
H13605,2013,52.0,0,1,0,1,1,440.0,2,1960.0,   .,7,0
H14709,2016,52.0,0,1,0,1,1,544.0,2,1988.0,   .,7,0
H3749,2013,52.0,0,0,0,1,1,1222.0,2,1970.0,   .,7,1
H3751,2014,52.0,0,0,0,1,1,2427.0,2,1970.0,   .,7,0
H5477,2014,52.0,0,0,1,0,0,240.0,2,1950.0,3,7,0
H6255,2013,52.0,0,1,0,1,1,475.0,2,1970.0,   .,7,0
H6256,2016,50.0,0,1,0,1,1,475.0,2,1970.0,   .,7,0
H2619,2015,52.0,0,0,0,1,1,663.0,2,1960.0,   .,1,1
H19942,2016,18.0,0,0,1,0,0,5630.0,2,1990.0,6,3,1
H7102,2012,52.0,0,0,1,0,0,1350.0,2,1971.0,4,3,0
H7103,2014,52.0,0,0,1,0,0,1350.0,2,1971.0,4,3,0
H18198,2012,39.0,0,0,1,0,0,5354.0,2,2008.0,5,1,1
H133,2014,52.0,0,1,0,1,1,956.0,2,1960.0,   .,3,0
H134,2015,52.0,0,1,0,1,1,956.0,2,1960.0,   .,3,0
H6573,2013,52.0,0,0,1,0,0,1800.0,2,2003.0,2,3,0
H16164,2014,52.0,0,0,1,0,0,1576.0,2,1900.0,5,2,1
H16165,2015,52.0,0,0,1,0,0,1576.0,2,1900.0,5,2,1
H19502,2015,52.0,0,0,1,0,0,340.0,2,1960.0,3,8,0
H2411,2014,52.0,0,0,1,0,0,1200.0,2,1900.0,5,8,1
H267,2015,52.0,0,0,1,0,0,1445.0,2,1970.0,4,8,0
H3691,2013,47.0,0,1,0,1,1,1500.0,2,1970.0,   .,8,0
H3867,2014,52.0,0,0,1,0,0,1000.0,2,1970.0,6,8,0
H3868,2015,52.0,0,0,1,0,0,1000.0,2,1970.0,6,8,1
H6654,2012,52.0,0,0,1,0,0,1650.0,2,1975.0,5,8,1
H6715,2012,52.0,0,0,1,0,0,3007.0,2,2003.0,5,8,0
H18975,2014,52.0,0,0,1,0,0,1560.0,2,2006.0,2,4,0
H4213,2013,52.0,0,0,1,0,0,1340.0,2,1995.0,4,4,0
H4296,2012,52.0,0,0,1,0,0,1780.0,2,1990.0,4,4,0
H4297,2015,52.0,0,0,1,0,0,1780.0,2,1990.0,4,4,0
H14267,2013,52.0,0,1,0,1,1,660.0,3,1960.0,   .,34,0
H15492,2013,52.0,0,0,1,0,0,1129.0,3,1988.0,6,34,0
H15650,2013,52.0,0,0,1,0,0,15580.0,3,1900.0,5,34,1
H15651,2014,52.0,0,0,1,0,0,15580.0,3,1900.0,5,34,0
H15652,2016,35.0,0,0,1,0,0,15580.0,3,1900.0,5,34,1
H17697,2012,52.0,0,0,1,0,0,1300.0,3,1960.0,5,34,0
H18071,2016,52.0,0,0,1,0,0,860.0,3,1940.0,4,34,0
H18902,2012,15.0,0,0,1,0,0,2060.0,3,2011.0,5,34,0
H19320,2013,9.0,0,0,1,0,0,300.0,3,1900.0,3,34,0
H19322,2016,52.0,0,0,1,0,0,300.0,3,1900.0,3,34,0
H19428,2014,52.0,0,0,1,0,0,2409.0,3,1996.0,5,34,1
H19429,2016,52.0,0,0,1,0,0,2409.0,3,1996.0,5,34,0
H19449,2015,52.0,0,0,1,0,0,1235.0,3,2013.0,4,34,0
H2399,2012,52.0,0,0,1,0,0,1610.0,3,1973.0,7,34,1
H2400,2015,52.0,0,0,1,0,0,1610.0,3,1973.0,7,34,1
H3076,2013,52.0,0,0,1,0,0,311.0,3,1920.0,4,34,0
H3362,2013,52.0,0,1,0,1,1,2500.0,3,1960.0,   .,34,0
H4754,2012,52.0,0,0,0,1,1,2695.0,3,1980.0,   .,34,0
H4755,2013,52.0,0,0,0,1,1,2695.0,3,1980.0,   .,34,0
H4857,2015,52.0,0,0,1,0,0,1700.0,3,1960.0,5,34,0
H4934,2015,10.0,0,1,0,1,1,1000.0,3,1988.0,   .,34,0
H5234,2013,47.0,0,0,0,1,1,367.0,3,1960.0,   .,34,0
H5274,2014,52.0,0,0,1,0,0,580.0,3,1930.0,3,34,0
H5317,2014,52.0,0,0,1,0,0,2604.0,3,1980.0,5,34,1
H5318,2012,52.0,0,1,0,1,1,487.0,3,1960.0,   .,34,0
H5319,2015,52.0,0,1,0,1,1,1754.0,3,1960.0,   .,34,0
H5476,2016,52.0,0,1,0,1,1,400.0,3,1960.0,   .,34,0
H5526,2013,52.0,0,1,0,1,1,850.0,3,1960.0,   .,34,0
H5554,2016,52.0,0,1,0,1,1,4000.0,3,1980.0,   .,34,0
H5579,2012,52.0,0,0,0,1,1,1920.0,3,1960.0,   .,34,1
H576,2012,52.0,1,0,0,1,1,4998.0,3,1980.0,   .,34,0
H6087,2013,52.0,0,0,1,0,0,1485.0,3,1960.0,5,34,0
H6334,2012,52.0,0,1,0,1,1,270.0,3,1980.0,   .,34,1
H6678,2012,52.0,0,1,0,1,1,500.0,3,1980.0,   .,34,0
H6343,2013,52.0,0,0,1,0,0,1197.0,2,1970.0,3,2,0
H6344,2014,52.0,0,0,1,0,0,1197.0,2,1970.0,3,2,0
H12769,2013,52.0,0,1,0,1,1,270.0,3,1960.0,   .,49,0
H14060,2012,52.0,0,1,0,1,1,560.0,3,1980.0,   .,49,0
H14061,2013,52.0,0,1,0,1,1,560.0,3,1980.0,   .,49,0
H14062,2015,52.0,0,1,0,1,1,560.0,3,1980.0,   .,49,0
H14063,2016,52.0,0,1,0,1,1,560.0,3,1980.0,   .,49,0
H1412,2013,34.0,0,1,0,1,1,380.0,3,1970.0,   .,49,0
H14435,2015,52.0,0,1,0,1,1,620.0,3,1980.0,   .,49,0
H14872,2013,52.0,0,1,0,1,1,800.0,3,1960.0,   .,49,0
H15382,2016,52.0,0,0,1,0,0,336.0,3,1700.0,3,49,0
H16228,2014,52.0,0,0,1,0,0,1260.0,3,1991.0,5,49,1
H16229,2015,52.0,0,0,1,0,0,1260.0,3,1991.0,5,49,1
H16802,2012,52.0,1,0,1,0,0,900.0,3,1930.0,4,49,0
H16803,2013,6.0,1,0,1,0,0,900.0,3,1930.0,4,49,0
H19023,2016,52.0,0,0,1,0,0,400.0,3,1900.0,2,49,0
H1945,2013,23.0,0,0,0,1,1,403.0,3,1970.0,   .,49,0
H1952,2013,52.0,0,0,0,1,1,640.0,3,1960.0,   .,49,0
H1956,2015,52.0,0,0,0,1,1,805.0,3,1970.0,   .,49,0
H3616,2015,52.0,0,0,0,1,1,657.0,3,1970.0,   .,49,0
H3638,2015,52.0,0,0,0,1,1,2750.0,3,1970.0,   .,49,1
H3639,2016,52.0,0,0,0,1,1,2750.0,3,1970.0,   .,49,1
H3654,2012,52.0,0,0,0,1,1,2090.0,3,1970.0,   .,49,0
H3655,2013,52.0,0,0,1,0,0,3355.0,3,1970.0,9,49,1
H3680,2013,0.0,0,0,1,0,0,2347.0,3,1970.0,>=10,49,0
H3692,2013,0.0,0,0,0,1,1,4074.0,3,1970.0,   .,49,1
